ID,Titulo,Artista,Idioma,Categoria,Imagen_URL,Enlace_Letra,Cancion_Original
157,& Shakira & Pedro Capo Tutu,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20%26%20SHAKIRA%20%26%20PEDRO%20CAPO%20TUTU,CAMILO & SHAKIRA & PEDRO CAPO TUTU
158,El Mismo Aire,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20EL%20MISMO%20AIRE,CAMILO EL MISMO AIRE
159,Favorito,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20FAVORITO,CAMILO FAVORITO
160,Manos De Tijera,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20MANOS%20DE%20TIJERA,CAMILO MANOS DE TIJERA
161,Pegao,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20PEGAO,CAMILO PEGAO
162,Ropa Cara,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20ROPA%20CARA,CAMILO ROPA CARA
163,Algo De Mí,Camilo Sesto,ES,General,,https://genius.com/search?q=CAMILO%20SESTO%20ALGO%20DE%20M%C3%8D,CAMILO SESTO ALGO DE MÍ
164,El Amor De Mi Vida,Camilo Sesto,ES,General,,https://genius.com/search?q=CAMILO%20SESTO%20EL%20AMOR%20DE%20MI%20VIDA,CAMILO SESTO EL AMOR DE MI VIDA
165,Melina,Camilo Sesto,ES,General,,https://genius.com/search?q=CAMILO%20SESTO%20MELINA,CAMILO SESTO MELINA
166,Perdoname,Camilo Sesto,ES,General,,https://genius.com/search?q=CAMILO%20SESTO%20PERDONAME,CAMILO SESTO PERDONAME
167,Vivir Asi Es Morir De Amor,Camilo Sesto,ES,General,,https://genius.com/search?q=CAMILO%20SESTO%20VIVIR%20ASI%20ES%20MORIR%20DE%20AMOR,CAMILO SESTO VIVIR ASI ES MORIR DE AMOR
168,Vida De Rico,Camilo,ES,General,,https://genius.com/search?q=CAMILO%20VIDA%20DE%20RICO,CAMILO VIDA DE RICO
169,A Bailar A Bailar,Cantores De Hispalis,ES,General,,https://genius.com/search?q=CANTORES%20DE%20HISPALIS%20A%20BAILAR%20A%20BAILAR,CANTORES DE HISPALIS A BAILAR A BAILAR
170,Mirala A La Cara,Cantores De Hispalis,ES,General,,https://genius.com/search?q=CANTORES%20DE%20HISPALIS%20MIRALA%20A%20LA%20CARA,CANTORES DE HISPALIS MIRALA A LA CARA
171,Se Te Nota En La Mirada,Cantores De Hispalis,ES,General,,https://genius.com/search?q=CANTORES%20DE%20HISPALIS%20SE%20TE%20NOTA%20EN%20LA%20MIRADA,CANTORES DE HISPALIS SE TE NOTA EN LA MIRADA
172,Carin Leon Omar Montes Ron Con Coca,,ES,General,,https://genius.com/search?q=CARIN%20LEON%20OMAR%20MONTES%20RON%20CON%20COCA,CARIN LEON OMAR MONTES RON CON COCA
173,Baute Mi Medicina,Carlos,ES,General,,https://genius.com/search?q=CARLOS%20BAUTE%20MI%20MEDICINA,CARLOS BAUTE MI MEDICINA
174,Baute Y Marta Sanchez Colgando En Tus Manos (Salsa),Carlos,ES,General,,https://genius.com/search?q=CARLOS%20BAUTE%20Y%20MARTA%20SANCHEZ%20COLGANDO%20EN%20TUS%20MANOS%20%28SALSA%29,CARLOS BAUTE Y MARTA SANCHEZ COLGANDO EN TUS MANOS (SALSA)
175,Santana Corazon Espinado,Carlos,ES,General,,https://genius.com/search?q=CARLOS%20SANTANA%20CORAZON%20ESPINADO,CARLOS SANTANA CORAZON ESPINADO
176,Fruta Fresca,Carlos Vives,ES,General,,https://genius.com/search?q=CARLOS%20VIVES%20FRUTA%20FRESCA,CARLOS VIVES FRUTA FRESCA
177,La Gota Fria,Carlos Vives,ES,General,,https://genius.com/search?q=CARLOS%20VIVES%20LA%20GOTA%20FRIA,CARLOS VIVES LA GOTA FRIA
178,Y Shakira La Bicicleta,Carlos Vives,ES,General,,https://genius.com/search?q=CARLOS%20VIVES%20Y%20SHAKIRA%20LA%20BICICLETA,CARLOS VIVES Y SHAKIRA LA BICICLETA
179,20 De Abril,Celtas Cortos,ES,General,,https://genius.com/search?q=CELTAS%20CORTOS%2020%20DE%20ABRIL,CELTAS CORTOS 20 DE ABRIL
180,Cuentame Un Cuento,Celtas Cortos,ES,General,,https://genius.com/search?q=CELTAS%20CORTOS%20CUENTAME%20UN%20CUENTO,CELTAS CORTOS CUENTAME UN CUENTO
181,Tranquilo Majete,Celtas Cortos,ES,General,,https://genius.com/search?q=CELTAS%20CORTOS%20TRANQUILO%20MAJETE,CELTAS CORTOS TRANQUILO MAJETE
182,Chambao Papeles Mojados,,ES,General,,https://genius.com/search?q=CHAMBAO%20PAPELES%20MOJADOS,CHAMBAO PAPELES MOJADOS
183,Chambao Pokito A Poko,,ES,General,,https://genius.com/search?q=CHAMBAO%20POKITO%20A%20POKO,CHAMBAO POKITO A POKO
184,Chanel Abraham Mateo Clavaito,,ES,General,,https://genius.com/search?q=CHANEL%20ABRAHAM%20MATEO%20CLAVAITO,CHANEL ABRAHAM MATEO CLAVAITO
185,Chanel Slomo,,ES,General,,https://genius.com/search?q=CHANEL%20SLOMO,CHANEL SLOMO
186,Atado A Tu Amor,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20ATADO%20A%20TU%20AMOR,CHAYANNE ATADO A TU AMOR
187,Boom Boom,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20BOOM%20BOOM,CHAYANNE BOOM BOOM
188,Lo Dejaría Todo,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20LO%20DEJAR%C3%8DA%20TODO,CHAYANNE LO DEJARÍA TODO
189,Madre Tierra,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20MADRE%20TIERRA,CHAYANNE MADRE TIERRA
190,Salome,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20SALOME,CHAYANNE SALOME
191,Solo Pienso En Ti,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20SOLO%20PIENSO%20EN%20TI,CHAYANNE SOLO PIENSO EN TI
192,Sube Al Desvan,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20SUBE%20AL%20DESVAN,CHAYANNE SUBE AL DESVAN
193,Torero,Chayanne,ES,General,,https://genius.com/search?q=CHAYANNE%20TORERO,CHAYANNE TORERO
194,Chenoa Cuando Tu Vas,,ES,General,,https://genius.com/search?q=CHENOA%20CUANDO%20TU%20VAS,CHENOA CUANDO TU VAS
195,Chikilicuatre El Baile Del Chikichiki,,ES,General,,https://genius.com/search?q=CHIKILICUATRE%20EL%20BAILE%20DEL%20CHIKICHIKI,CHIKILICUATRE EL BAILE DEL CHIKICHIKI
196,Y Nacho Y Dady Andas En Mi Cabeza,Chino,ES,General,,https://genius.com/search?q=CHINO%20Y%20NACHO%20Y%20DADY%20ANDAS%20EN%20MI%20CABEZA,CHINO Y NACHO Y DADY ANDAS EN MI CABEZA
197,Y Nacho Y Farruko Me Voy Enamorando,Chino,ES,General,,https://genius.com/search?q=CHINO%20Y%20NACHO%20Y%20FARRUKO%20ME%20VOY%20ENAMORANDO,CHINO Y NACHO Y FARRUKO ME VOY ENAMORANDO
198,Yandel Pitbull Ay Mi Dios,Chino,ES,General,,https://genius.com/search?q=CHINO%20YANDEL%20PITBULL%20AY%20MI%20DIOS,CHINO YANDEL PITBULL AY MI DIOS
199,A La Puerta De Toledo,Chiquetete,ES,General,,https://genius.com/search?q=CHIQUETETE%20A%20LA%20PUERTA%20DE%20TOLEDO,CHIQUETETE A LA PUERTA DE TOLEDO
200,Esta Cobardia,Chiquetete,ES,General,,https://genius.com/search?q=CHIQUETETE%20ESTA%20COBARDIA,CHIQUETETE ESTA COBARDIA
201,Ser Amante,Chiquetete,ES,General,,https://genius.com/search?q=CHIQUETETE%20SER%20AMANTE,CHIQUETETE SER AMANTE
202,Volvere,Chiquetete,ES,General,,https://genius.com/search?q=CHIQUETETE%20VOLVERE,CHIQUETETE VOLVERE
203,Chocolate Mayonesa,,ES,General,,https://genius.com/search?q=CHOCOLATE%20MAYONESA,CHOCOLATE MAYONESA
204,Azul,Christian Castro,ES,General,,https://genius.com/search?q=CHRISTIAN%20CASTRO%20AZUL,CHRISTIAN CASTRO AZUL
205,Lloviendo Estrellas,Christian Castro,ES,General,,https://genius.com/search?q=CHRISTIAN%20CASTRO%20LLOVIENDO%20ESTRELLAS,CHRISTIAN CASTRO LLOVIENDO ESTRELLAS
206,Volver A Amar,Christian Castro,ES,General,,https://genius.com/search?q=CHRISTIAN%20CASTRO%20VOLVER%20A%20AMAR,CHRISTIAN CASTRO VOLVER A AMAR
207,Cnco Hey Dj,,ES,General,,https://genius.com/search?q=CNCO%20HEY%20DJ,CNCO HEY DJ
208,Cnco Reggaeton Lento,,ES,General,,https://genius.com/search?q=CNCO%20REGGAETON%20LENTO,CNCO REGGAETON LENTO
209,Complices Es Por Ti,,ES,General,,https://genius.com/search?q=COMPLICES%20ES%20POR%20TI,COMPLICES ES POR TI
210,Concha Velasco Chica Ye Ye,,ES,General,,https://genius.com/search?q=CONCHA%20VELASCO%20CHICA%20YE%20YE,CONCHA VELASCO CHICA YE YE
211,Coque Malla No Puedo Vivir Sin Ti,,ES,General,,https://genius.com/search?q=COQUE%20MALLA%20NO%20PUEDO%20VIVIR%20SIN%20TI,COQUE MALLA NO PUEDO VIVIR SIN TI
212,Cosculluela Guaya,,ES,General,,https://genius.com/search?q=COSCULLUELA%20GUAYA,COSCULLUELA GUAYA
213,Antes Que Ver El Sol,Coti,ES,General,,https://genius.com/search?q=COTI%20ANTES%20QUE%20VER%20EL%20SOL,COTI ANTES QUE VER EL SOL
214,Color Esperanza,Coti,ES,General,,https://genius.com/search?q=COTI%20COLOR%20ESPERANZA,COTI COLOR ESPERANZA
215,Nada Fue Un Error,Coti,ES,General,,https://genius.com/search?q=COTI%20NADA%20FUE%20UN%20ERROR,COTI NADA FUE UN ERROR
216,Y Paulina Rubio Nada Fue Un Error,Coti,ES,General,,https://genius.com/search?q=COTI%20Y%20PAULINA%20RUBIO%20NADA%20FUE%20UN%20ERROR,COTI Y PAULINA RUBIO NADA FUE UN ERROR
217,Covid 19 Resistire,,ES,General,,https://genius.com/search?q=COVID%2019%20RESISTIRE,COVID 19 RESISTIRE
218,Coyote Dax Arriba Y Abajo,,ES,General,,https://genius.com/search?q=COYOTE%20DAX%20ARRIBA%20Y%20ABAJO,COYOTE DAX ARRIBA Y ABAJO
219,Coyote Dax No Rompas Mi Corazón,,ES,General,,https://genius.com/search?q=COYOTE%20DAX%20NO%20ROMPAS%20MI%20CORAZ%C3%93N,COYOTE DAX NO ROMPAS MI CORAZÓN
220,Daddy Yankee Gasolina,,ES,General,,https://genius.com/search?q=DADDY%20YANKEE%20GASOLINA,DADDY YANKEE GASOLINA
221,Daddy Yankee La Nueva Y La Ex,,ES,General,,https://genius.com/search?q=DADDY%20YANKEE%20LA%20NUEVA%20Y%20LA%20EX,DADDY YANKEE LA NUEVA Y LA EX
222,Bailemos,Dani Fernandez,ES,General,,https://genius.com/search?q=DANI%20FERNANDEZ%20BAILEMOS,DANI FERNANDEZ BAILEMOS
223,Clima Tropical,Dani Fernandez,ES,General,,https://genius.com/search?q=DANI%20FERNANDEZ%20CLIMA%20TROPICAL,DANI FERNANDEZ CLIMA TROPICAL
224,Dile A Los Demas,Dani Fernandez,ES,General,,https://genius.com/search?q=DANI%20FERNANDEZ%20DILE%20A%20LOS%20DEMAS,DANI FERNANDEZ DILE A LOS DEMAS
225,Disparos,Dani Fernandez,ES,General,,https://genius.com/search?q=DANI%20FERNANDEZ%20DISPAROS,DANI FERNANDEZ DISPAROS
226,Me Has Invitado A Bailar,Dani Fernandez,ES,General,,https://genius.com/search?q=DANI%20FERNANDEZ%20ME%20HAS%20INVITADO%20A%20BAILAR,DANI FERNANDEZ ME HAS INVITADO A BAILAR
227,Martin 16 Añitos,Dani,ES,General,,https://genius.com/search?q=DANI%20MARTIN%2016%20A%C3%91ITOS,DANI MARTIN 16 AÑITOS
228,Martin Cero,Dani,ES,General,,https://genius.com/search?q=DANI%20MARTIN%20CERO,DANI MARTIN CERO
229,Danza Invisible A Este Lado De La Carretera,,ES,General,,https://genius.com/search?q=DANZA%20INVISIBLE%20A%20ESTE%20LADO%20DE%20LA%20CARRETERA,DANZA INVISIBLE A ESTE LADO DE LA CARRETERA
230,Danza Invisible Sabor De Amor,,ES,General,,https://genius.com/search?q=DANZA%20INVISIBLE%20SABOR%20DE%20AMOR,DANZA INVISIBLE SABOR DE AMOR
231,Ave Maria,David Bisbal,ES,General,,https://genius.com/search?q=DAVID%20BISBAL%20AVE%20MARIA,DAVID BISBAL AVE MARIA
232,Buleria,David Bisbal,ES,General,,https://genius.com/search?q=DAVID%20BISBAL%20BULERIA,DAVID BISBAL BULERIA
233,Camina Y Ven,David Bisbal,ES,General,,https://genius.com/search?q=DAVID%20BISBAL%20CAMINA%20Y%20VEN,DAVID BISBAL CAMINA Y VEN
234,Corazón Latino,David Bisbal,ES,General,,https://genius.com/search?q=DAVID%20BISBAL%20CORAZ%C3%93N%20LATINO,DAVID BISBAL CORAZÓN LATINO
235,Cobarde,David Bustamante,ES,General,,https://genius.com/search?q=DAVID%20BUSTAMANTE%20COBARDE,DAVID BUSTAMANTE COBARDE
236,Dos Hombres Y Un Destino,David Bustamante,ES,General,,https://genius.com/search?q=DAVID%20BUSTAMANTE%20DOS%20HOMBRES%20Y%20UN%20DESTINO,DAVID BUSTAMANTE DOS HOMBRES Y UN DESTINO
237,No Soy Un Superman,David Bustamante,ES,General,,https://genius.com/search?q=DAVID%20BUSTAMANTE%20NO%20SOY%20UN%20SUPERMAN,DAVID BUSTAMANTE NO SOY UN SUPERMAN
238,Dile Que La Quiero,David Civera,ES,General,,https://genius.com/search?q=DAVID%20CIVERA%20DILE%20QUE%20LA%20QUIERO,DAVID CIVERA DILE QUE LA QUIERO
239,El Orgullo Y La Visa,David Civera,ES,General,,https://genius.com/search?q=DAVID%20CIVERA%20EL%20ORGULLO%20Y%20LA%20VISA,DAVID CIVERA EL ORGULLO Y LA VISA
240,La Chiqui Big Band,David Civera,ES,General,,https://genius.com/search?q=DAVID%20CIVERA%20LA%20CHIQUI%20BIG%20BAND,DAVID CIVERA LA CHIQUI BIG BAND
241,Que La Detengan,David Civera,ES,General,,https://genius.com/search?q=DAVID%20CIVERA%20QUE%20LA%20DETENGAN,DAVID CIVERA QUE LA DETENGAN
242,De Maria Barcos De Papel,David,ES,General,,https://genius.com/search?q=DAVID%20DE%20MARIA%20BARCOS%20DE%20PAPEL,DAVID DE MARIA BARCOS DE PAPEL
243,De Maria Y Malu Enamorada,David,ES,General,,https://genius.com/search?q=DAVID%20DE%20MARIA%20Y%20MALU%20ENAMORADA,DAVID DE MARIA Y MALU ENAMORADA
244,Otero Baile,David,ES,General,,https://genius.com/search?q=DAVID%20OTERO%20BAILE,DAVID OTERO BAILE
245,Davilesde Novelda Flamenco Y Bachata,,ES,General,,https://genius.com/search?q=DAVILESDE%20NOVELDA%20FLAMENCO%20Y%20BACHATA,DAVILESDE NOVELDA FLAMENCO Y BACHATA
246,De Palma Borracho,,ES,General,,https://genius.com/search?q=DE%20PALMA%20BORRACHO,DE PALMA BORRACHO
247,Decai Te Haría Una Casita,,ES,General,,https://genius.com/search?q=DECAI%20TE%20HAR%C3%8DA%20UNA%20CASITA,DECAI TE HARÍA UNA CASITA
248,Demarco Flamenco La Isla Del Amor,,ES,General,,https://genius.com/search?q=DEMARCO%20FLAMENCO%20LA%20ISLA%20DEL%20AMOR,DEMARCO FLAMENCO LA ISLA DEL AMOR
249,Depol Ibiza,,ES,General,,https://genius.com/search?q=DEPOL%20IBIZA,DEPOL IBIZA
250,Depol Quien Diria,,ES,General,,https://genius.com/search?q=DEPOL%20QUIEN%20DIRIA,DEPOL QUIEN DIRIA
251,Despistaos Fisica O Quimica,,ES,General,,https://genius.com/search?q=DESPISTAOS%20FISICA%20O%20QUIMICA,DESPISTAOS FISICA O QUIMICA
252,Diego Martin Y Raquel Del Rosario Dejame Verte,,ES,General,,https://genius.com/search?q=DIEGO%20MARTIN%20Y%20RAQUEL%20DEL%20ROSARIO%20DEJAME%20VERTE,DIEGO MARTIN Y RAQUEL DEL ROSARIO DEJAME VERTE
253,Omar Cuentale,Don,ES,General,,https://genius.com/search?q=DON%20OMAR%20CUENTALE,DON OMAR CUENTALE
254,Omar Danza Kuduro,Don,ES,General,,https://genius.com/search?q=DON%20OMAR%20DANZA%20KUDURO,DON OMAR DANZA KUDURO
255,Patricio Contando Lunares,Don,ES,General,,https://genius.com/search?q=DON%20PATRICIO%20CONTANDO%20LUNARES,DON PATRICIO CONTANDO LUNARES
256,Cien Gaviotas,Duncan Dhu,ES,General,,https://genius.com/search?q=DUNCAN%20DHU%20CIEN%20GAVIOTAS,DUNCAN DHU CIEN GAVIOTAS
257,Jardín De Rosas,Duncan Dhu,ES,General,,https://genius.com/search?q=DUNCAN%20DHU%20JARD%C3%8DN%20DE%20ROSAS,DUNCAN DHU JARDÍN DE ROSAS
258,Una Calle De París,Duncan Dhu,ES,General,,https://genius.com/search?q=DUNCAN%20DHU%20UNA%20CALLE%20DE%20PAR%C3%8DS,DUNCAN DHU UNA CALLE DE PARÍS
259,Dúo Dinámico 15 Años Tiene Mi Amor,,ES,General,,https://genius.com/search?q=D%C3%9AO%20DIN%C3%81MICO%2015%20A%C3%91OS%20TIENE%20MI%20AMOR,DÚO DINÁMICO 15 AÑOS TIENE MI AMOR
260,Eres Tu,Duo Dinamico,ES,General,,https://genius.com/search?q=DUO%20DINAMICO%20ERES%20TU,DUO DINAMICO ERES TU
261,Oh Carol,Duo Dinamico,ES,General,,https://genius.com/search?q=DUO%20DINAMICO%20OH%20CAROL,DUO DINAMICO OH CAROL
262,Dúo Dinámico Quisiera Ser,,ES,General,,https://genius.com/search?q=D%C3%9AO%20DIN%C3%81MICO%20QUISIERA%20SER,DÚO DINÁMICO QUISIERA SER
263,Resistire,Duo Dinamico,ES,General,,https://genius.com/search?q=DUO%20DINAMICO%20RESISTIRE,DUO DINAMICO RESISTIRE
264,No Importa Que Llueva,Efecto Pasillo,ES,General,,https://genius.com/search?q=EFECTO%20PASILLO%20NO%20IMPORTA%20QUE%20LLUEVA,EFECTO PASILLO NO IMPORTA QUE LLUEVA
265,Pan Y Mantequilla,Efecto Pasillo,ES,General,,https://genius.com/search?q=EFECTO%20PASILLO%20PAN%20Y%20MANTEQUILLA,EFECTO PASILLO PAN Y MANTEQUILLA
266,Salvajes Irracionales,Efecto Pasillo,ES,General,,https://genius.com/search?q=EFECTO%20PASILLO%20SALVAJES%20IRRACIONALES,EFECTO PASILLO SALVAJES IRRACIONALES
267,A Mi Na Mas,El Arrebato,ES,General,,https://genius.com/search?q=EL%20ARREBATO%20A%20MI%20NA%20MAS,EL ARREBATO A MI NA MAS
268,Buscate Un Hombre Que Te Quiera,El Arrebato,ES,General,,https://genius.com/search?q=EL%20ARREBATO%20BUSCATE%20UN%20HOMBRE%20QUE%20TE%20QUIERA,EL ARREBATO BUSCATE UN HOMBRE QUE TE QUIERA
269,Mi Colega De Siempre,El Arrebato,ES,General,,https://genius.com/search?q=EL%20ARREBATO%20MI%20COLEGA%20DE%20SIEMPRE,EL ARREBATO MI COLEGA DE SIEMPRE
270,Poquito A Poco,El Arrebato,ES,General,,https://genius.com/search?q=EL%20ARREBATO%20POQUITO%20A%20POCO,EL ARREBATO POQUITO A POCO
271,Una Noche Con Arte,El Arrebato,ES,General,,https://genius.com/search?q=EL%20ARREBATO%20UNA%20NOCHE%20CON%20ARTE,EL ARREBATO UNA NOCHE CON ARTE
272,Angel Malherido,El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20ANGEL%20MALHERIDO,EL BARRIO ANGEL MALHERIDO
273,"Buena , Bonita Y Barata",El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20BUENA%20%2C%20BONITA%20Y%20BARATA,"EL BARRIO BUENA , BONITA Y BARATA"
274,Orgullo Barriero,El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20ORGULLO%20BARRIERO,EL BARRIO ORGULLO BARRIERO
275,Pa Madrid,El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20PA%20MADRID,EL BARRIO PA MADRID
276,Todo Tiene Su Fin,El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20TODO%20TIENE%20SU%20FIN,EL BARRIO TODO TIENE SU FIN
277,Tu Frialdad,El Barrio,ES,General,,https://genius.com/search?q=EL%20BARRIO%20TU%20FRIALDAD,EL BARRIO TU FRIALDAD
278,Loco Eres Tonto,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20ERES%20TONTO,EL CANTO DEL LOCO ERES TONTO
279,Loco Eres Un Canalla,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20ERES%20UN%20CANALLA,EL CANTO DEL LOCO ERES UN CANALLA
280,Loco La Madre De Jose,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20LA%20MADRE%20DE%20JOSE,EL CANTO DEL LOCO LA MADRE DE JOSE
281,Loco No Puedo Vivir Sin Ti,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20NO%20PUEDO%20VIVIR%20SIN%20TI,EL CANTO DEL LOCO NO PUEDO VIVIR SIN TI
282,Loco Puede Ser,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20PUEDE%20SER,EL CANTO DEL LOCO PUEDE SER
283,Loco Volvera,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20VOLVERA,EL CANTO DEL LOCO VOLVERA
284,Loco Ya Nada Volverá A Ser Como Antes,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20YA%20NADA%20VOLVER%C3%81%20A%20SER%20COMO%20ANTES,EL CANTO DEL LOCO YA NADA VOLVERÁ A SER COMO ANTES
285,Loco Zapatillas,El Canto Del,ES,General,,https://genius.com/search?q=EL%20CANTO%20DEL%20LOCO%20ZAPATILLAS,EL CANTO DEL LOCO ZAPATILLAS
286,Chaval De La Peca Habanibi,El,ES,General,,https://genius.com/search?q=EL%20CHAVAL%20DE%20LA%20PECA%20HABANIBI,EL CHAVAL DE LA PECA HABANIBI
287,Combo Dominicano El Flow De La Cucaracha,El,ES,General,,https://genius.com/search?q=EL%20COMBO%20DOMINICANO%20EL%20FLOW%20DE%20LA%20CUCARACHA,EL COMBO DOMINICANO EL FLOW DE LA CUCARACHA
288,Consorcio El Chacacha Del Tren,El,ES,General,,https://genius.com/search?q=EL%20CONSORCIO%20EL%20CHACACHA%20DEL%20TREN,EL CONSORCIO EL CHACACHA DEL TREN
289,La Mandanga,El Fary,ES,General,,https://genius.com/search?q=EL%20FARY%20LA%20MANDANGA,EL FARY LA MANDANGA
290,Paloma Que Pierde El Vuelo,El Fary,ES,General,,https://genius.com/search?q=EL%20FARY%20PALOMA%20QUE%20PIERDE%20EL%20VUELO,EL FARY PALOMA QUE PIERDE EL VUELO
291,Torito Guapo,El Fary,ES,General,,https://genius.com/search?q=EL%20FARY%20TORITO%20GUAPO,EL FARY TORITO GUAPO
292,Koala Y Manolo Escobar Mi Carro,El,ES,General,,https://genius.com/search?q=EL%20KOALA%20Y%20MANOLO%20ESCOBAR%20MI%20CARRO,EL KOALA Y MANOLO ESCOBAR MI CARRO
293,Koala Yo Viaze Un Corral,El,ES,General,,https://genius.com/search?q=EL%20KOALA%20YO%20VIAZE%20UN%20CORRAL,EL KOALA YO VIAZE UN CORRAL
294,Maki Te Quiero A Morir,El,ES,General,,https://genius.com/search?q=EL%20MAKI%20TE%20QUIERO%20A%20MORIR,EL MAKI TE QUIERO A MORIR
295,Norte Entre Tú Y Yo,El,ES,General,,https://genius.com/search?q=EL%20NORTE%20ENTRE%20T%C3%9A%20Y%20YO,EL NORTE ENTRE TÚ Y YO
296,Azul Y Blanco,El Pescao,ES,General,,https://genius.com/search?q=EL%20PESCAO%20AZUL%20Y%20BLANCO,EL PESCAO AZUL Y BLANCO
297,Buscando El Sol,El Pescao,ES,General,,https://genius.com/search?q=EL%20PESCAO%20BUSCANDO%20EL%20SOL,EL PESCAO BUSCANDO EL SOL
298,Castillos De Arena,El Pescao,ES,General,,https://genius.com/search?q=EL%20PESCAO%20CASTILLOS%20DE%20ARENA,EL PESCAO CASTILLOS DE ARENA
299,La Fila A San Fernando,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20A%20SAN%20FERNANDO,EL ULTIMO DE LA FILA A SAN FERNANDO
300,La Fila Como Un Burro Amarrado,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20COMO%20UN%20BURRO%20AMARRADO,EL ULTIMO DE LA FILA COMO UN BURRO AMARRADO
301,La Fila El Que Canta Su Mal Espanta,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20EL%20QUE%20CANTA%20SU%20MAL%20ESPANTA,EL ULTIMO DE LA FILA EL QUE CANTA SU MAL ESPANTA
302,La Fila Insurreción,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20INSURRECI%C3%93N,EL ULTIMO DE LA FILA INSURRECIÓN
303,La Fila Lapiz Tinta,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20LAPIZ%20TINTA,EL ULTIMO DE LA FILA LAPIZ TINTA
304,La Fila Nunca El Tiempo Es Perdido,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20NUNCA%20EL%20TIEMPO%20ES%20PERDIDO,EL ULTIMO DE LA FILA NUNCA EL TIEMPO ES PERDIDO
305,La Fila Pajaros De Barro,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20PAJAROS%20DE%20BARRO,EL ULTIMO DE LA FILA PAJAROS DE BARRO
306,La Fila Querida Milagros,El Ultimo De,ES,General,,https://genius.com/search?q=EL%20ULTIMO%20DE%20LA%20FILA%20QUERIDA%20MILAGROS,EL ULTIMO DE LA FILA QUERIDA MILAGROS
307,Elefante Así Es La Vida,,ES,General,,https://genius.com/search?q=ELEFANTE%20AS%C3%8D%20ES%20LA%20VIDA,ELEFANTE ASÍ ES LA VIDA
308,Amores De Barra,Ella Baila Sola,ES,General,,https://genius.com/search?q=ELLA%20BAILA%20SOLA%20AMORES%20DE%20BARRA,ELLA BAILA SOLA AMORES DE BARRA
309,Cuando Los Sapos Bailen Flamenco,Ella Baila Sola,ES,General,,https://genius.com/search?q=ELLA%20BAILA%20SOLA%20CUANDO%20LOS%20SAPOS%20BAILEN%20FLAMENCO,ELLA BAILA SOLA CUANDO LOS SAPOS BAILEN FLAMENCO
310,Lo Echamos A Suertes,Ella Baila Sola,ES,General,,https://genius.com/search?q=ELLA%20BAILA%20SOLA%20LO%20ECHAMOS%20A%20SUERTES,ELLA BAILA SOLA LO ECHAMOS A SUERTES
311,Mujer Florero,Ella Baila Sola,ES,General,,https://genius.com/search?q=ELLA%20BAILA%20SOLA%20MUJER%20FLORERO,ELLA BAILA SOLA MUJER FLORERO
312,Cuidado Con Paloma,Emilio Aragon,ES,General,,https://genius.com/search?q=EMILIO%20ARAGON%20CUIDADO%20CON%20PALOMA,EMILIO ARAGON CUIDADO CON PALOMA
313,Te Huelen Los Pies,Emilio Aragon,ES,General,,https://genius.com/search?q=EMILIO%20ARAGON%20TE%20HUELEN%20LOS%20PIES,EMILIO ARAGON TE HUELEN LOS PIES
